timestamp_s,pytorch_prob,unified_prob,difference,pytorch_time_s,unified_time_s,pytorch_rtfx,unified_rtfx,rtfx_speedup
0.016,0.023828577250242233,0.0005092620849609375,0.023319315165281296,0.02059612504672259,8.256195572515329e-05,0.643628907710081,0.00258006111641104,249.46265947583152
0.048,0.011602124199271202,4.410743713378906e-05,0.011558016762137413,0.0067078330321237445,8.256195572515329e-05,0.20961978225386702,0.00258006111641104,81.24605301809899
0.08,0.008559810929000378,3.254413604736328e-05,0.008527266792953014,0.00011383299715816975,8.256195572515329e-05,0.0035572811611928046,0.00258006111641104,1.3787584869854221
0.112,0.319193035364151,3.319978713989258e-05,0.3191598355770111,9.75829316303134e-05,8.256195572515329e-05,0.0030494666134472936,0.00258006111641104,1.1819358053382913
0.144,0.9120181798934937,6.9141387939453125e-06,0.9120112657546997,8.895900100469589e-05,8.256195572515329e-05,0.0027799687813967466,0.00258006111641104,1.0774817556507288
0.176,0.9345493316650391,0.00016736984252929688,0.9343819618225098,7.991702295839787e-05,8.256195572515329e-05,0.0024974069674499333,0.00258006111641104,0.9679642670340765
0.208,0.933172345161438,4.595518112182617e-05,0.9331263899803162,7.929094135761261e-05,8.256195572515329e-05,0.002477841917425394,0.00258006111641104,0.9603810939456208
0.24,0.9304494857788086,0.00011271238327026367,0.9303367733955383,8.316594175994396e-05,8.256195572515329e-05,0.002598935679998249,0.00258006111641104,1.0073155490260106
0.272,0.9581279754638672,0.0004627704620361328,0.957665205001831,8.26249597594142e-05,8.256195572515329e-05,0.0025820299924816936,0.00258006111641104,1.0007631121829363
0.304,0.9465755224227905,7.176399230957031e-05,0.946503758430481,7.758301217108965e-05,8.256195572515329e-05,0.0024244691303465515,0.00258006111641104,0.9396944572069198
0.336,0.9500294327735901,5.054473876953125e-05,0.9499788880348206,8.329201955348253e-05,8.256195572515329e-05,0.002602875611046329,0.00258006111641104,1.008842617909387
0.368,0.963527262210846,9.006261825561523e-05,0.9634371995925903,0.00010274990927428007,8.256195572515329e-05,0.0032109346648212522,0.00258006111641104,1.2445188388745538
0.4,0.9689772725105286,6.031990051269531e-05,0.9689169526100159,8.112506475299597e-05,8.256195572515329e-05,0.002535158273531124,0.00258006111641104,0.9825962096036014
0.432,0.9666323065757751,0.00010955333709716797,0.966522753238678,7.658405229449272e-05,8.256195572515329e-05,0.0023932516342028975,0.00258006111641104,0.9275949391198913
0.464,0.9673560857772827,9.107589721679688e-05,0.9672650098800659,7.658300455659628e-05,8.256195572515329e-05,0.0023932188923936337,0.00258006111641104,0.9275822487967609
0.496,0.96109938621521,4.887580871582031e-05,0.9610505104064941,7.645797450095415e-05,8.256195572515329e-05,0.0023893117031548172,0.00258006111641104,0.9260678702365152
0.528,0.9704218506813049,0.0006098747253417969,0.9698119759559631,7.666705641895533e-05,8.256195572515329e-05,0.002395845513092354,0.00258006111641104,0.9286002947190116
0.56,0.9785601496696472,0.0006518363952636719,0.9779083132743835,7.633399218320847e-05,8.256195572515329e-05,0.0023854372557252645,0.00258006111641104,0.9245661819994
0.592,0.9715311527252197,0.0013551712036132812,0.9701759815216064,7.912504952400923e-05,8.256195572515329e-05,0.0024726577976252884,0.00258006111641104,0.9583717927832835
0.624,0.9587255716323853,0.0010738372802734375,0.9576517343521118,7.820897735655308e-05,8.256195572515329e-05,0.0024440305423922837,0.00258006111641104,0.9472762202594721
0.656,0.9360601902008057,0.000576019287109375,0.9354841709136963,7.625005673617125e-05,8.256195572515329e-05,0.0023828142730053514,0.00258006111641104,0.9235495461130525
0.688,0.8909698128700256,0.0016775131225585938,0.889292299747467,8.279201574623585e-05,8.256195572515329e-05,0.0025872504920698702,0.00258006111641104,1.0027865137043075
0.72,0.9354915618896484,0.00251007080078125,0.9329814910888672,7.779209408909082e-05,8.256195572515329e-05,0.0024310029402840883,0.00258006111641104,0.9422268816894163
0.752,0.977824866771698,0.00015354156494140625,0.9776713252067566,7.562502287328243e-05,8.256195572515329e-05,0.002363281964790076,0.00258006111641104,0.9159790633477273
0.784,0.9870191812515259,8.177757263183594e-05,0.986937403678894,7.60830007493496e-05,8.256195572515329e-05,0.002377593773417175,0.00258006111641104,0.9215261445916814
0.816,0.9836025238037109,6.192922592163086e-05,0.9835405945777893,7.599999662488699e-05,8.256195572515329e-05,0.0023749998945277184,0.00258006111641104,0.9205207889925611
