timestamp_s,pytorch_prob,unified_prob,difference,pytorch_time_s,unified_time_s,pytorch_rtfx,unified_rtfx,rtfx_speedup
0.016,0.023828577250242233,0.04193115234375,-0.018102575093507767,0.02177337498869747,7.435426668574413e-05,0.6804179683967959,0.002323570833929504,292.832892572553
0.048,0.011602124199271202,0.01461029052734375,-0.003008166328072548,0.006576833897270262,7.435426668574413e-05,0.2055260592896957,0.002323570833929504,88.4526764962532
0.08,0.008559810929000378,0.0094146728515625,-0.0008548619225621223,0.0001230830093845725,7.435426668574413e-05,0.003846344043267891,0.002323570833929504,1.6553590650658798
0.112,0.319193035364151,0.27001953125,0.049173504114151,9.637500625103712e-05,7.435426668574413e-05,0.00301171894534491,0.002323570833929504,1.2961597302595012
0.144,0.9120181798934937,0.9072265625,0.004791617393493652,8.462497498840094e-05,7.435426668574413e-05,0.0026445304683875293,0.002323570833929504,1.1381320637061167
0.176,0.9345493316650391,0.9326171875,0.0019321441650390625,9.770796168595552e-05,7.435426668574413e-05,0.00305337380268611,0.002323570833929504,1.3140868176256115
0.208,0.933172345161438,0.93115234375,0.0020200014114379883,8.849997539073229e-05,7.435426668574413e-05,0.002765624230960384,0.002323570833929504,1.1902474375112129
0.24,0.9304494857788086,0.931640625,-0.0011911392211914062,8.01250571385026e-05,7.435426668574413e-05,0.002503908035578206,0.002323570833929504,1.0776120955795117
0.272,0.9581279754638672,0.958984375,-0.0008563995361328125,8.91669187694788e-05,7.435426668574413e-05,0.0027864662115462124,0.002323570833929504,1.1992172439322124
0.304,0.9465755224227905,0.9462890625,0.00028645992279052734,7.854192517697811e-05,7.435426668574413e-05,0.002454435161780566,0.002323570833929504,1.0563203522527225
0.336,0.9500294327735901,0.94970703125,0.0003224015235900879,8.954200893640518e-05,7.435426668574413e-05,0.002798187779262662,0.002323570833929504,1.2042618793465014
0.368,0.963527262210846,0.96337890625,0.00014835596084594727,9.02919564396143e-05,7.435426668574413e-05,0.0028216236387379467,0.002323570833929504,1.2143480188061069
0.4,0.9689772725105286,0.96875,0.00022727251052856445,8.425000123679638e-05,7.435426668574413e-05,0.002632812538649887,0.002323570833929504,1.133088993976314
0.432,0.9666323065757751,0.9658203125,0.0008119940757751465,8.7916967459023e-05,7.435426668574413e-05,0.0027474052330944687,0.002323570833929504,1.182406489604708
0.464,0.9673560857772827,0.966796875,0.0005592107772827148,8.74579418450594e-05,7.435426668574413e-05,0.002733060682658106,0.002323570833929504,1.1762329956759243
0.496,0.96109938621521,0.96044921875,0.0006501674652099609,8.620892185717821e-05,7.435426668574413e-05,0.002694028808036819,0.002323570833929504,1.1594347668243088
0.528,0.9704218506813049,0.970703125,-0.00028127431869506836,8.26249597594142e-05,7.435426668574413e-05,0.0025820299924816936,0.002323570833929504,1.1112336042345206
0.56,0.9785601496696472,0.97802734375,0.0005328059196472168,8.620810694992542e-05,7.435426668574413e-05,0.0026940033421851695,0.002323570833929504,1.159423807032906
0.592,0.9715311527252197,0.9716796875,-0.00014853477478027344,8.183310274034739e-05,7.435426668574413e-05,0.002557284460635856,0.002323570833929504,1.1005838183599108
0.624,0.9587255716323853,0.958984375,-0.0002588033676147461,8.85410699993372e-05,7.435426668574413e-05,0.0027669084374792874,0.002323570833929504,1.1908001241348143
0.656,0.9360601902008057,0.9375,-0.001439809799194336,8.716608863323927e-05,7.435426668574413e-05,0.002723940269788727,0.002323570833929504,1.1723078246692133
